,title,rating,no_of_ratings,url,difficulty,prep_time,cook_time,total_time,month_str,month,year,date,ingredient
23,Chicken soup,4.5,215.0,https://www.bbcgoodfood.com/recipes/roast-chicken-soup,1.0,15.0,35.0,50.0,March,3,2009,2009-03-01 00:00:00,medium carrots
23,Chicken soup,4.5,215.0,https://www.bbcgoodfood.com/recipes/roast-chicken-soup,1.0,15.0,35.0,50.0,March,3,2009,2009-03-01 00:00:00,thyme
23,Chicken soup,4.5,215.0,https://www.bbcgoodfood.com/recipes/roast-chicken-soup,1.0,15.0,35.0,50.0,March,3,2009,2009-03-01 00:00:00,chicken stock
23,Chicken soup,4.5,215.0,https://www.bbcgoodfood.com/recipes/roast-chicken-soup,1.0,15.0,35.0,50.0,March,3,2009,2009-03-01 00:00:00,skin
23,Chicken soup,4.5,215.0,https://www.bbcgoodfood.com/recipes/roast-chicken-soup,1.0,15.0,35.0,50.0,March,3,2009,2009-03-01 00:00:00,frozen peas
23,Chicken soup,4.5,215.0,https://www.bbcgoodfood.com/recipes/roast-chicken-soup,1.0,15.0,35.0,50.0,March,3,2009,2009-03-01 00:00:00,garlic clove
23,Chicken soup,4.5,215.0,https://www.bbcgoodfood.com/recipes/roast-chicken-soup,1.0,15.0,35.0,50.0,March,3,2009,2009-03-01 00:00:00,squeeze
23,Chicken soup,4.5,215.0,https://www.bbcgoodfood.com/recipes/roast-chicken-soup,1.0,15.0,35.0,50.0,March,3,2009,2009-03-01 00:00:00,cheese scone
24,Sweet potato & lentil soup,4.7,343.0,https://www.bbcgoodfood.com/recipes/sweet-potato-lentil-soup,1.0,10.0,25.0,35.0,November,11,2009,2009-11-01 00:00:00,curry powder
24,Sweet potato & lentil soup,4.7,343.0,https://www.bbcgoodfood.com/recipes/sweet-potato-lentil-soup,1.0,10.0,25.0,35.0,November,11,2009,2009-11-01 00:00:00,onions
24,Sweet potato & lentil soup,4.7,343.0,https://www.bbcgoodfood.com/recipes/sweet-potato-lentil-soup,1.0,10.0,25.0,35.0,November,11,2009,2009-11-01 00:00:00,eating apple
24,Sweet potato & lentil soup,4.7,343.0,https://www.bbcgoodfood.com/recipes/sweet-potato-lentil-soup,1.0,10.0,25.0,35.0,November,11,2009,2009-11-01 00:00:00,garlic
24,Sweet potato & lentil soup,4.7,343.0,https://www.bbcgoodfood.com/recipes/sweet-potato-lentil-soup,1.0,10.0,25.0,35.0,November,11,2009,2009-11-01 00:00:00,coriander stalks
24,Sweet potato & lentil soup,4.7,343.0,https://www.bbcgoodfood.com/recipes/sweet-potato-lentil-soup,1.0,10.0,25.0,35.0,November,11,2009,2009-11-01 00:00:00,fresh root ginger
24,Sweet potato & lentil soup,4.7,343.0,https://www.bbcgoodfood.com/recipes/sweet-potato-lentil-soup,1.0,10.0,25.0,35.0,November,11,2009,2009-11-01 00:00:00,sweet potatoes
24,Sweet potato & lentil soup,4.7,343.0,https://www.bbcgoodfood.com/recipes/sweet-potato-lentil-soup,1.0,10.0,25.0,35.0,November,11,2009,2009-11-01 00:00:00,sodium vegetable stock
24,Sweet potato & lentil soup,4.7,343.0,https://www.bbcgoodfood.com/recipes/sweet-potato-lentil-soup,1.0,10.0,25.0,35.0,November,11,2009,2009-11-01 00:00:00,red lentils
24,Sweet potato & lentil soup,4.7,343.0,https://www.bbcgoodfood.com/recipes/sweet-potato-lentil-soup,1.0,10.0,25.0,35.0,November,11,2009,2009-11-01 00:00:00,milk
24,Sweet potato & lentil soup,4.7,343.0,https://www.bbcgoodfood.com/recipes/sweet-potato-lentil-soup,1.0,10.0,25.0,35.0,November,11,2009,2009-11-01 00:00:00,juice
25,Cauliflower cheese soup,4.6,195.0,https://www.bbcgoodfood.com/recipes/cauliflower-cheese-soup,1.0,10.0,0.0,10.0,November,11,2006,2006-11-01 00:00:00,knob
25,Cauliflower cheese soup,4.6,195.0,https://www.bbcgoodfood.com/recipes/cauliflower-cheese-soup,1.0,10.0,0.0,10.0,November,11,2006,2006-11-01 00:00:00,large onion
25,Cauliflower cheese soup,4.6,195.0,https://www.bbcgoodfood.com/recipes/cauliflower-cheese-soup,1.0,10.0,0.0,10.0,November,11,2006,2006-11-01 00:00:00,large cauliflower
25,Cauliflower cheese soup,4.6,195.0,https://www.bbcgoodfood.com/recipes/cauliflower-cheese-soup,1.0,10.0,0.0,10.0,November,11,2006,2006-11-01 00:00:00,leaves
25,Cauliflower cheese soup,4.6,195.0,https://www.bbcgoodfood.com/recipes/cauliflower-cheese-soup,1.0,10.0,0.0,10.0,November,11,2006,2006-11-01 00:00:00,potato
25,Cauliflower cheese soup,4.6,195.0,https://www.bbcgoodfood.com/recipes/cauliflower-cheese-soup,1.0,10.0,0.0,10.0,November,11,2006,2006-11-01 00:00:00,vegetable stock
25,Cauliflower cheese soup,4.6,195.0,https://www.bbcgoodfood.com/recipes/cauliflower-cheese-soup,1.0,10.0,0.0,10.0,November,11,2006,2006-11-01 00:00:00,milk
25,Cauliflower cheese soup,4.6,195.0,https://www.bbcgoodfood.com/recipes/cauliflower-cheese-soup,1.0,10.0,0.0,10.0,November,11,2006,2006-11-01 00:00:00,mature cheddar
26,Butternut squash and red pepper soup,4.7,89.0,https://www.bbcgoodfood.com/recipes/red-pepper-squash-harissa-soup,1.0,15.0,60.0,75.0,January,1,2019,2019-01-01 00:00:00,small butternut squash
26,Butternut squash and red pepper soup,4.7,89.0,https://www.bbcgoodfood.com/recipes/red-pepper-squash-harissa-soup,1.0,15.0,60.0,75.0,January,1,2019,2019-01-01 00:00:00,red pepper
26,Butternut squash and red pepper soup,4.7,89.0,https://www.bbcgoodfood.com/recipes/red-pepper-squash-harissa-soup,1.0,15.0,60.0,75.0,January,1,2019,2019-01-01 00:00:00,red onion
26,Butternut squash and red pepper soup,4.7,89.0,https://www.bbcgoodfood.com/recipes/red-pepper-squash-harissa-soup,1.0,15.0,60.0,75.0,January,1,2019,2019-01-01 00:00:00,garlic
26,Butternut squash and red pepper soup,4.7,89.0,https://www.bbcgoodfood.com/recipes/red-pepper-squash-harissa-soup,1.0,15.0,60.0,75.0,January,1,2019,2019-01-01 00:00:00,ground cumin
26,Butternut squash and red pepper soup,4.7,89.0,https://www.bbcgoodfood.com/recipes/red-pepper-squash-harissa-soup,1.0,15.0,60.0,75.0,January,1,2019,2019-01-01 00:00:00,stock
26,Butternut squash and red pepper soup,4.7,89.0,https://www.bbcgoodfood.com/recipes/red-pepper-squash-harissa-soup,1.0,15.0,60.0,75.0,January,1,2019,2019-01-01 00:00:00,double cream
27,Soup maker butternut squash soup,4.6,40.0,https://www.bbcgoodfood.com/recipes/soup-maker-butternut-squash-soup-chilli-and-creme-fraiche,1.0,10.0,60.0,70.0,NA,0,0,0,butternut squash
27,Soup maker butternut squash soup,4.6,40.0,https://www.bbcgoodfood.com/recipes/soup-maker-butternut-squash-soup-chilli-and-creme-fraiche,1.0,10.0,60.0,70.0,NA,0,0,0,onion
27,Soup maker butternut squash soup,4.6,40.0,https://www.bbcgoodfood.com/recipes/soup-maker-butternut-squash-soup-chilli-and-creme-fraiche,1.0,10.0,60.0,70.0,NA,0,0,0,small garlic clove
27,Soup maker butternut squash soup,4.6,40.0,https://www.bbcgoodfood.com/recipes/soup-maker-butternut-squash-soup-chilli-and-creme-fraiche,1.0,10.0,60.0,70.0,NA,0,0,0,mild red chilli
27,Soup maker butternut squash soup,4.6,40.0,https://www.bbcgoodfood.com/recipes/soup-maker-butternut-squash-soup-chilli-and-creme-fraiche,1.0,10.0,60.0,70.0,NA,0,0,0,vegetable stock
28,Spicy roasted parsnip soup,4.6,310.0,https://www.bbcgoodfood.com/recipes/spicy-roasted-parsnip-soup,1.0,10.0,35.0,45.0,December,12,2006,2006-12-01 00:00:00,large onion
28,Spicy roasted parsnip soup,4.6,310.0,https://www.bbcgoodfood.com/recipes/spicy-roasted-parsnip-soup,1.0,10.0,35.0,45.0,December,12,2006,2006-12-01 00:00:00,garlic
28,Spicy roasted parsnip soup,4.6,310.0,https://www.bbcgoodfood.com/recipes/spicy-roasted-parsnip-soup,1.0,10.0,35.0,45.0,December,12,2006,2006-12-01 00:00:00,parsnips
28,Spicy roasted parsnip soup,4.6,310.0,https://www.bbcgoodfood.com/recipes/spicy-roasted-parsnip-soup,1.0,10.0,35.0,45.0,December,12,2006,2006-12-01 00:00:00,plum tomatoes
28,Spicy roasted parsnip soup,4.6,310.0,https://www.bbcgoodfood.com/recipes/spicy-roasted-parsnip-soup,1.0,10.0,35.0,45.0,December,12,2006,2006-12-01 00:00:00,vegetable stock
29,Easy soup maker lentil soup,4.7,18.0,https://www.bbcgoodfood.com/recipes/easy-soup-maker-lentil-soup,1.0,5.0,30.0,35.0,NA,0,0,0,stock
29,Easy soup maker lentil soup,4.7,18.0,https://www.bbcgoodfood.com/recipes/easy-soup-maker-lentil-soup,1.0,5.0,30.0,35.0,NA,0,0,0,red lentils
29,Easy soup maker lentil soup,4.7,18.0,https://www.bbcgoodfood.com/recipes/easy-soup-maker-lentil-soup,1.0,5.0,30.0,35.0,NA,0,0,0,carrots
29,Easy soup maker lentil soup,4.7,18.0,https://www.bbcgoodfood.com/recipes/easy-soup-maker-lentil-soup,1.0,5.0,30.0,35.0,NA,0,0,0,chopped parsley
30,Chunky Minestrone soup,4.5,187.0,https://www.bbcgoodfood.com/recipes/chunky-minestrone-soup,1.0,10.0,30.0,40.0,November,11,2007,2007-11-01 00:00:00,large carrots
30,Chunky Minestrone soup,4.5,187.0,https://www.bbcgoodfood.com/recipes/chunky-minestrone-soup,1.0,10.0,30.0,40.0,November,11,2007,2007-11-01 00:00:00,large onion
30,Chunky Minestrone soup,4.5,187.0,https://www.bbcgoodfood.com/recipes/chunky-minestrone-soup,1.0,10.0,30.0,40.0,November,11,2007,2007-11-01 00:00:00,celery sticks
30,Chunky Minestrone soup,4.5,187.0,https://www.bbcgoodfood.com/recipes/chunky-minestrone-soup,1.0,10.0,30.0,40.0,November,11,2007,2007-11-01 00:00:00,garlic
30,Chunky Minestrone soup,4.5,187.0,https://www.bbcgoodfood.com/recipes/chunky-minestrone-soup,1.0,10.0,30.0,40.0,November,11,2007,2007-11-01 00:00:00,large potatoes
30,Chunky Minestrone soup,4.5,187.0,https://www.bbcgoodfood.com/recipes/chunky-minestrone-soup,1.0,10.0,30.0,40.0,November,11,2007,2007-11-01 00:00:00,vegetable stock
30,Chunky Minestrone soup,4.5,187.0,https://www.bbcgoodfood.com/recipes/chunky-minestrone-soup,1.0,10.0,30.0,40.0,November,11,2007,2007-11-01 00:00:00,spaghetti
30,Chunky Minestrone soup,4.5,187.0,https://www.bbcgoodfood.com/recipes/chunky-minestrone-soup,1.0,10.0,30.0,40.0,November,11,2007,2007-11-01 00:00:00,head Savoy cabbage
30,Chunky Minestrone soup,4.5,187.0,https://www.bbcgoodfood.com/recipes/chunky-minestrone-soup,1.0,10.0,30.0,40.0,November,11,2007,2007-11-01 00:00:00,crusty bread
31,Lentil & bacon soup,4.8,145.0,https://www.bbcgoodfood.com/recipes/lentil-bacon-soup,1.0,5.0,30.0,35.0,NA,0,0,0,onion
31,Lentil & bacon soup,4.8,145.0,https://www.bbcgoodfood.com/recipes/lentil-bacon-soup,1.0,5.0,30.0,35.0,NA,0,0,0,carrot
31,Lentil & bacon soup,4.8,145.0,https://www.bbcgoodfood.com/recipes/lentil-bacon-soup,1.0,5.0,30.0,35.0,NA,0,0,0,ground cumin
31,Lentil & bacon soup,4.8,145.0,https://www.bbcgoodfood.com/recipes/lentil-bacon-soup,1.0,5.0,30.0,35.0,NA,0,0,0,garlic
31,Lentil & bacon soup,4.8,145.0,https://www.bbcgoodfood.com/recipes/lentil-bacon-soup,1.0,5.0,30.0,35.0,NA,0,0,0,chilli
31,Lentil & bacon soup,4.8,145.0,https://www.bbcgoodfood.com/recipes/lentil-bacon-soup,1.0,5.0,30.0,35.0,NA,0,0,0,salt stock cubes
31,Lentil & bacon soup,4.8,145.0,https://www.bbcgoodfood.com/recipes/lentil-bacon-soup,1.0,5.0,30.0,35.0,NA,0,0,0,red lentils
32,"Leek, pea & watercress soup",4.5,70.0,https://www.bbcgoodfood.com/recipes/leek-pea-watercress-soup,1.0,10.0,22.0,32.0,March,3,2020,2020-03-01 00:00:00,olive oil
32,"Leek, pea & watercress soup",4.5,70.0,https://www.bbcgoodfood.com/recipes/leek-pea-watercress-soup,1.0,10.0,22.0,32.0,March,3,2020,2020-03-01 00:00:00,hot veg stock
32,"Leek, pea & watercress soup",4.5,70.0,https://www.bbcgoodfood.com/recipes/leek-pea-watercress-soup,1.0,10.0,22.0,32.0,March,3,2020,2020-03-01 00:00:00,watercress
32,"Leek, pea & watercress soup",4.5,70.0,https://www.bbcgoodfood.com/recipes/leek-pea-watercress-soup,1.0,10.0,22.0,32.0,March,3,2020,2020-03-01 00:00:00,frozen peas
32,"Leek, pea & watercress soup",4.5,70.0,https://www.bbcgoodfood.com/recipes/leek-pea-watercress-soup,1.0,10.0,22.0,32.0,March,3,2020,2020-03-01 00:00:00,lemon
32,"Leek, pea & watercress soup",4.5,70.0,https://www.bbcgoodfood.com/recipes/leek-pea-watercress-soup,1.0,10.0,22.0,32.0,March,3,2020,2020-03-01 00:00:00,parsley
32,"Leek, pea & watercress soup",4.5,70.0,https://www.bbcgoodfood.com/recipes/leek-pea-watercress-soup,1.0,10.0,22.0,32.0,March,3,2020,2020-03-01 00:00:00,crusty bread
33,Pea & ham soup,4.8,128.0,https://www.bbcgoodfood.com/recipes/pea-ham-soup,1.0,10.0,15.0,25.0,NA,0,0,0,knob
33,Pea & ham soup,4.8,128.0,https://www.bbcgoodfood.com/recipes/pea-ham-soup,1.0,10.0,15.0,25.0,NA,0,0,0,onion
33,Pea & ham soup,4.8,128.0,https://www.bbcgoodfood.com/recipes/pea-ham-soup,1.0,10.0,15.0,25.0,NA,0,0,0,medium potato
33,Pea & ham soup,4.8,128.0,https://www.bbcgoodfood.com/recipes/pea-ham-soup,1.0,10.0,15.0,25.0,NA,0,0,0,ham
33,Pea & ham soup,4.8,128.0,https://www.bbcgoodfood.com/recipes/pea-ham-soup,1.0,10.0,15.0,25.0,NA,0,0,0,petit pois
33,Pea & ham soup,4.8,128.0,https://www.bbcgoodfood.com/recipes/pea-ham-soup,1.0,10.0,15.0,25.0,NA,0,0,0,sliced ham
34,Italian vegetable soup,4.6,159.0,https://www.bbcgoodfood.com/recipes/italian-vegetable-soup,1.0,15.0,55.0,70.0,February,2,2011,2011-02-01 00:00:00,sticks celery
34,Italian vegetable soup,4.6,159.0,https://www.bbcgoodfood.com/recipes/italian-vegetable-soup,1.0,15.0,55.0,70.0,February,2,2011,2011-02-01 00:00:00,sugar
34,Italian vegetable soup,4.6,159.0,https://www.bbcgoodfood.com/recipes/italian-vegetable-soup,1.0,15.0,55.0,70.0,February,2,2011,2011-02-01 00:00:00,garlic cloves
34,Italian vegetable soup,4.6,159.0,https://www.bbcgoodfood.com/recipes/italian-vegetable-soup,1.0,15.0,55.0,70.0,February,2,2011,2011-02-01 00:00:00,bay
34,Italian vegetable soup,4.6,159.0,https://www.bbcgoodfood.com/recipes/italian-vegetable-soup,1.0,15.0,55.0,70.0,February,2,2011,2011-02-01 00:00:00,few sprigs thyme
34,Italian vegetable soup,4.6,159.0,https://www.bbcgoodfood.com/recipes/italian-vegetable-soup,1.0,15.0,55.0,70.0,February,2,2011,2011-02-01 00:00:00,courgettes
34,Italian vegetable soup,4.6,159.0,https://www.bbcgoodfood.com/recipes/italian-vegetable-soup,1.0,15.0,55.0,70.0,February,2,2011,2011-02-01 00:00:00,butter beans
34,Italian vegetable soup,4.6,159.0,https://www.bbcgoodfood.com/recipes/italian-vegetable-soup,1.0,15.0,55.0,70.0,February,2,2011,2011-02-01 00:00:00,vegetable stock
34,Italian vegetable soup,4.6,159.0,https://www.bbcgoodfood.com/recipes/italian-vegetable-soup,1.0,15.0,55.0,70.0,February,2,2011,2011-02-01 00:00:00,parmesan
34,Italian vegetable soup,4.6,159.0,https://www.bbcgoodfood.com/recipes/italian-vegetable-soup,1.0,15.0,55.0,70.0,February,2,2011,2011-02-01 00:00:00,pasta shapes
34,Italian vegetable soup,4.6,159.0,https://www.bbcgoodfood.com/recipes/italian-vegetable-soup,1.0,15.0,55.0,70.0,February,2,2011,2011-02-01 00:00:00,small bunch basil
35,Asparagus soup,4.8,99.0,https://www.bbcgoodfood.com/recipes/asparagus-soup,1.0,10.0,20.0,30.0,May,5,2013,2013-05-01 00:00:00,butter
35,Asparagus soup,4.8,99.0,https://www.bbcgoodfood.com/recipes/asparagus-soup,1.0,10.0,20.0,30.0,May,5,2013,2013-05-01 00:00:00,little vegetable oil
35,Asparagus soup,4.8,99.0,https://www.bbcgoodfood.com/recipes/asparagus-soup,1.0,10.0,20.0,30.0,May,5,2013,2013-05-01 00:00:00,spear stalks
35,Asparagus soup,4.8,99.0,https://www.bbcgoodfood.com/recipes/asparagus-soup,1.0,10.0,20.0,30.0,May,5,2013,2013-05-01 00:00:00,woody
35,Asparagus soup,4.8,99.0,https://www.bbcgoodfood.com/recipes/asparagus-soup,1.0,10.0,20.0,30.0,May,5,2013,2013-05-01 00:00:00,tips
35,Asparagus soup,4.8,99.0,https://www.bbcgoodfood.com/recipes/asparagus-soup,1.0,10.0,20.0,30.0,May,5,2013,2013-05-01 00:00:00,shallots
35,Asparagus soup,4.8,99.0,https://www.bbcgoodfood.com/recipes/asparagus-soup,1.0,10.0,20.0,30.0,May,5,2013,2013-05-01 00:00:00,garlic
35,Asparagus soup,4.8,99.0,https://www.bbcgoodfood.com/recipes/asparagus-soup,1.0,10.0,20.0,30.0,May,5,2013,2013-05-01 00:00:00,large handfuls spinach
35,Asparagus soup,4.8,99.0,https://www.bbcgoodfood.com/recipes/asparagus-soup,1.0,10.0,20.0,30.0,May,5,2013,2013-05-01 00:00:00,vegetable fresh stock
35,Asparagus soup,4.8,99.0,https://www.bbcgoodfood.com/recipes/asparagus-soup,1.0,10.0,20.0,30.0,May,5,2013,2013-05-01 00:00:00,olive oil
35,Asparagus soup,4.8,99.0,https://www.bbcgoodfood.com/recipes/asparagus-soup,1.0,10.0,20.0,30.0,May,5,2013,2013-05-01 00:00:00,rustic bread
36,Soup maker tomato soup,4.2,36.0,https://www.bbcgoodfood.com/recipes/soup-maker-tomato-soup,1.0,5.0,30.0,35.0,NA,0,0,0,ripe tomatoes
36,Soup maker tomato soup,4.2,36.0,https://www.bbcgoodfood.com/recipes/soup-maker-tomato-soup,1.0,5.0,30.0,35.0,NA,0,0,0,small onion
36,Soup maker tomato soup,4.2,36.0,https://www.bbcgoodfood.com/recipes/soup-maker-tomato-soup,1.0,5.0,30.0,35.0,NA,0,0,0,small carrot
36,Soup maker tomato soup,4.2,36.0,https://www.bbcgoodfood.com/recipes/soup-maker-tomato-soup,1.0,5.0,30.0,35.0,NA,0,0,0,celery stick
36,Soup maker tomato soup,4.2,36.0,https://www.bbcgoodfood.com/recipes/soup-maker-tomato-soup,1.0,5.0,30.0,35.0,NA,0,0,0,pinch
36,Soup maker tomato soup,4.2,36.0,https://www.bbcgoodfood.com/recipes/soup-maker-tomato-soup,1.0,5.0,30.0,35.0,NA,0,0,0,vegetable stock
37,Thai pumpkin soup,4.8,172.0,https://www.bbcgoodfood.com/recipes/thai-pumpkin-soup,1.0,25.0,40.0,65.0,October,10,2010,2010-10-01 00:00:00,kg pumpkin
37,Thai pumpkin soup,4.8,172.0,https://www.bbcgoodfood.com/recipes/thai-pumpkin-soup,1.0,25.0,40.0,65.0,October,10,2010,2010-10-01 00:00:00,sunflower oil
37,Thai pumpkin soup,4.8,172.0,https://www.bbcgoodfood.com/recipes/thai-pumpkin-soup,1.0,25.0,40.0,65.0,October,10,2010,2010-10-01 00:00:00,onion
37,Thai pumpkin soup,4.8,172.0,https://www.bbcgoodfood.com/recipes/thai-pumpkin-soup,1.0,25.0,40.0,65.0,October,10,2010,2010-10-01 00:00:00,lemongrass
37,Thai pumpkin soup,4.8,172.0,https://www.bbcgoodfood.com/recipes/thai-pumpkin-soup,1.0,25.0,40.0,65.0,October,10,2010,2010-10-01 00:00:00,Thai curry paste
37,Thai pumpkin soup,4.8,172.0,https://www.bbcgoodfood.com/recipes/thai-pumpkin-soup,1.0,25.0,40.0,65.0,October,10,2010,2010-10-01 00:00:00,vegetable stock
37,Thai pumpkin soup,4.8,172.0,https://www.bbcgoodfood.com/recipes/thai-pumpkin-soup,1.0,25.0,40.0,65.0,October,10,2010,2010-10-01 00:00:00,lime juice
37,Thai pumpkin soup,4.8,172.0,https://www.bbcgoodfood.com/recipes/thai-pumpkin-soup,1.0,25.0,40.0,65.0,October,10,2010,2010-10-01 00:00:00,red chilli
38,Honeyed carrot soup,4.5,181.0,https://www.bbcgoodfood.com/recipes/honeyed-carrot-soup,1.0,10.0,35.0,45.0,November,11,2007,2007-11-01 00:00:00,butter
38,Honeyed carrot soup,4.5,181.0,https://www.bbcgoodfood.com/recipes/honeyed-carrot-soup,1.0,10.0,35.0,45.0,November,11,2007,2007-11-01 00:00:00,small leeks
38,Honeyed carrot soup,4.5,181.0,https://www.bbcgoodfood.com/recipes/honeyed-carrot-soup,1.0,10.0,35.0,45.0,November,11,2007,2007-11-01 00:00:00,carrots
38,Honeyed carrot soup,4.5,181.0,https://www.bbcgoodfood.com/recipes/honeyed-carrot-soup,1.0,10.0,35.0,45.0,November,11,2007,2007-11-01 00:00:00,clear honey
38,Honeyed carrot soup,4.5,181.0,https://www.bbcgoodfood.com/recipes/honeyed-carrot-soup,1.0,10.0,35.0,45.0,November,11,2007,2007-11-01 00:00:00,small pinch
38,Honeyed carrot soup,4.5,181.0,https://www.bbcgoodfood.com/recipes/honeyed-carrot-soup,1.0,10.0,35.0,45.0,November,11,2007,2007-11-01 00:00:00,bay leaf
38,Honeyed carrot soup,4.5,181.0,https://www.bbcgoodfood.com/recipes/honeyed-carrot-soup,1.0,10.0,35.0,45.0,November,11,2007,2007-11-01 00:00:00,vegetable stock
38,Honeyed carrot soup,4.5,181.0,https://www.bbcgoodfood.com/recipes/honeyed-carrot-soup,1.0,10.0,35.0,45.0,November,11,2007,2007-11-01 00:00:00,soured cream
39,Spinach soup,4.7,102.0,https://www.bbcgoodfood.com/recipes/spinach-soup,1.0,10.0,25.0,35.0,NA,0,0,0,butter
39,Spinach soup,4.7,102.0,https://www.bbcgoodfood.com/recipes/spinach-soup,1.0,10.0,25.0,35.0,NA,0,0,0,bunch spring onions
39,Spinach soup,4.7,102.0,https://www.bbcgoodfood.com/recipes/spinach-soup,1.0,10.0,25.0,35.0,NA,0,0,0,leek
39,Spinach soup,4.7,102.0,https://www.bbcgoodfood.com/recipes/spinach-soup,1.0,10.0,25.0,35.0,NA,0,0,0,sticks celery
39,Spinach soup,4.7,102.0,https://www.bbcgoodfood.com/recipes/spinach-soup,1.0,10.0,25.0,35.0,NA,0,0,0,small potato
39,Spinach soup,4.7,102.0,https://www.bbcgoodfood.com/recipes/spinach-soup,1.0,10.0,25.0,35.0,NA,0,0,0,stock
39,Spinach soup,4.7,102.0,https://www.bbcgoodfood.com/recipes/spinach-soup,1.0,10.0,25.0,35.0,NA,0,0,0,bags spinach
39,Spinach soup,4.7,102.0,https://www.bbcgoodfood.com/recipes/spinach-soup,1.0,10.0,25.0,35.0,NA,0,0,0,fat crème fraîche
40,Red lentil soup,4.3,119.0,https://www.bbcgoodfood.com/recipes/red-lentil-carrot-soup,1.0,5.0,20.0,25.0,February,2,2015,2015-02-01 00:00:00,white onion
40,Red lentil soup,4.3,119.0,https://www.bbcgoodfood.com/recipes/red-lentil-carrot-soup,1.0,5.0,20.0,25.0,February,2,2015,2015-02-01 00:00:00,olive oil
40,Red lentil soup,4.3,119.0,https://www.bbcgoodfood.com/recipes/red-lentil-carrot-soup,1.0,5.0,20.0,25.0,February,2,2015,2015-02-01 00:00:00,garlic
40,Red lentil soup,4.3,119.0,https://www.bbcgoodfood.com/recipes/red-lentil-carrot-soup,1.0,5.0,20.0,25.0,February,2,2015,2015-02-01 00:00:00,carrots
40,Red lentil soup,4.3,119.0,https://www.bbcgoodfood.com/recipes/red-lentil-carrot-soup,1.0,5.0,20.0,25.0,February,2,2015,2015-02-01 00:00:00,red lentils
40,Red lentil soup,4.3,119.0,https://www.bbcgoodfood.com/recipes/red-lentil-carrot-soup,1.0,5.0,20.0,25.0,February,2,2015,2015-02-01 00:00:00,vegetable stock cube
40,Red lentil soup,4.3,119.0,https://www.bbcgoodfood.com/recipes/red-lentil-carrot-soup,1.0,5.0,20.0,25.0,February,2,2015,2015-02-01 00:00:00,generous sprigs parsley
41,Thai chicken and sweet potato soup,4.9,151.0,https://www.bbcgoodfood.com/recipes/thai-chicken-and-sweet-potato-soup,1.0,5.0,30.0,35.0,NA,0,0,0,oil
41,Thai chicken and sweet potato soup,4.9,151.0,https://www.bbcgoodfood.com/recipes/thai-chicken-and-sweet-potato-soup,1.0,5.0,30.0,35.0,NA,0,0,0,garlic
41,Thai chicken and sweet potato soup,4.9,151.0,https://www.bbcgoodfood.com/recipes/thai-chicken-and-sweet-potato-soup,1.0,5.0,30.0,35.0,NA,0,0,0,red chilli
41,Thai chicken and sweet potato soup,4.9,151.0,https://www.bbcgoodfood.com/recipes/thai-chicken-and-sweet-potato-soup,1.0,5.0,30.0,35.0,NA,0,0,0,chunk root ginger
41,Thai chicken and sweet potato soup,4.9,151.0,https://www.bbcgoodfood.com/recipes/thai-chicken-and-sweet-potato-soup,1.0,5.0,30.0,35.0,NA,0,0,0,stalk lemongrass
41,Thai chicken and sweet potato soup,4.9,151.0,https://www.bbcgoodfood.com/recipes/thai-chicken-and-sweet-potato-soup,1.0,5.0,30.0,35.0,NA,0,0,0,coriander leaves
