title,rating,no_of_ratings,url,author,servings,difficulty,prep_time,cook_time,total_time,year,month,ingredients,date
Cullen skink,4.6,91.0,https://www.bbcgoodfood.com/recipes/cullen-skink,Member recipe by Philip Allan,4.0,1.0,10.0,30.0,40.0,0,0,"1 tbsp unsalted butter, 1 medium  onion, 400g medium  potatoes (about 2), peeled and cut into 1cm cubes, 250g smoked haddock, 250ml whole milk, ½ small bunch of parsley or chives, finely chopped",0
Fresh pea & lovage soup,4.7,3.0,https://www.bbcgoodfood.com/recipes/fresh-pea-lovage-soup,James Martin,8.0,1.0,10.0,10.0,20.0,2008,6,"approx 2.5kg fresh peas in their pods (or 900g/2lb podded or frozen), plus 8 whole pods to decorate, 100g unsalted butter, 175g spring onions, 1 garlic clove finely chopped, 1 ½l vegetable stock, 100g crème fraîche, bunch lovage (about 10 sprigs), leaves picked (or use a small bunch mint ), olive bread thickly sliced, to serve",2008-06-01 00:00:00
Salmorejo – Rustic tomato soup with olive oil & bread,3.8,5.0,https://www.bbcgoodfood.com/recipes/salmorejo-rustic-tomato-soup-olive-oil-bread,Lizzie Harris,4.0,1.0,25.0,10.0,35.0,2015,8,"1 tsp cumin seeds, 200g sourdough bread crusts removed, torn into chunks, 1kg very ripe tomatoes, 2 fat garlic cloves, 2 flame-roasted red peppers peeled and deseeded (from a jar is fine), 2 hard-boiled eggs peeled, 4 slices serrano ham, small handful parsley, drizzle of extra virgin olive oil",2015-08-01 00:00:00
Tomato soup with cheese & Marmite toast,3.4,3.0,https://www.bbcgoodfood.com/recipes/tomato-soup-cheese-marmite-toast,Elena Silcock,2.0,1.0,10.0,15.0,25.0,2018,6,"1 tbsp olive oil, 1 medium onion roughly chopped, 1 tsp dried oregano, 1 garlic clove chopped, 1 small bunch basil leaves picked, 2 slices of crusty bread toasted, 2 tsp Marmite, 50g parmesan or vegetarian alternative, grated",2018-06-01 00:00:00
Cream of garlic & saffron soup,,4.0,https://www.bbcgoodfood.com/recipes/cream-garlic-saffron-soup,Good Food team,4.0,1.0,,0.0,,2002,5,"good pinch saffron threads, 85g butter, 3 large heads green garlic outer skin removed and roughly chopped, 2 medium onions sliced, 2 sticks celery chopped, 1 bay leaf, 2 tbsp dry sherry, 1.2l chicken or vegetable stock, 3 tbsp risotto or long grain rice, 142ml carton double cream, lemon juice, crisp croûton to serve",2002-05-01 00:00:00
Pasta & meatball soup with cheesy croutons,,7.0,https://www.bbcgoodfood.com/recipes/pasta-meatball-soup-cheesy-croutons,Good Food team,4.0,1.0,5.0,35.0,40.0,2011,5,"1 tbsp olive oil, 300g pack ready-made mini meatballs, 2 x 400g cans chopped tomatoes, 300ml milk, 1 tbsp dried oregano, 200g pasta shapes, 8 thin wholemeal baguette slices, 50g cheddar grated, small bunch basil torn",2011-05-01 00:00:00
Spicy coconut noodle soup,4.3,7.0,https://www.bbcgoodfood.com/recipes/spicy-coconut-noodle-soup,Good Food team,4.0,1.0,5.0,10.0,15.0,2007,3,"1 tbsp red  curry paste, 400g can  coconut milk (use reduced-fat if you prefer), 100g pack mixed mushroom, 1 block of wide rice noodles soaked according to pack instructions, 100g beansprout, 1 fat  green chilli sliced into rings, ½ bunch  spring onions",2007-03-01 00:00:00
Spiced pumpkin soup,3.8,5.0,https://www.bbcgoodfood.com/recipes/spiced-pumpkin-soup,John Torode,1.0,1.0,45.0,55.0,100.0,2010,11,"4 tbsp olive oil, 4 small leeks trimmed, washed and roughly chopped, 3 large potatoes diced, 3 garlic cloves crushed, 2 good-sized butternut squash peeled, deseeded and cut into 4cm chunks, 2 x cans coconut milk, 3 lemongrass, chilli shrimps (see recipe, below) or snipped chives, to serve",2010-11-01 00:00:00
Asparagus soup with tartines,,,https://www.bbcgoodfood.com/recipes/asparagus-soup-tartines,Sarah Cook,6.0,1.0,5.0,35.0,40.0,2015,5,"2 onions sliced, 25g butter, 650g asparagus (after snapping off woody ends), 1l vegetable stock, 350g frozen peas, 8 thin slices baguette or small loaf (white or seeded), 1 tbsp hazelnut oil plus a drizzle to serve, 150g pack soft goat's cheese, 25g blanched hazelnuts toasted and roughly chopped, handful pea shoots",2015-05-01 00:00:00
Parsnip soup with parsley cream,,4.0,https://www.bbcgoodfood.com/recipes/parsnip-soup-parsley-cream,Good Food team,6.0,1.0,40.0,45.0,85.0,2010,11,"1 tbsp olive oil, 1 onion finely chopped, 700g parsnips cut into chunks, 400ml milk, 400ml vegetable stock, 2 x 80g packs curly parsley, 150ml double cream, 1 parsnip cut into small cubes, 1 tbsp olive oil",2010-11-01 00:00:00
Cauliflower Polonaise soup,4.7,3.0,https://www.bbcgoodfood.com/recipes/cauliflower-polonaise-soup,Gary Rhodes,6.0,2.0,50.0,20.0,70.0,2006,4,"1 cauliflower, a good knob of butter (about the size of a large walnut), 1 onion chopped, 1l milk, 3  medium eggs, 3-4 slices thick-cut  white bread crusts removed, 1-2 good knobs butter, 1 heaped tbsp  chopped curly parsley",2006-04-01 00:00:00
Creamy fish & mussel soup,,3.0,https://www.bbcgoodfood.com/recipes/creamy-fish-mussel-soup,Good Food team,3.0,1.0,10.0,15.0,25.0,2006,4,"500g pack mussel in creamy sauce  (find these in the chilled aisle), 1l strong, hot fish stock (we used Knorr Touch of Taste concentrate), 500g floury potato cut into sugarcube-size pieces, 200g mixed fish, small bunch flatleaf parsley",2006-04-01 00:00:00
Smoked haddock & new potato soup with maple drizzle,4.7,3.0,https://www.bbcgoodfood.com/recipes/smoked-haddock-new-potato-soup-maple-drizzle,Tom Kerridge,4.0,1.0,20.0,0.0,20.0,2011,5,"1 large side smoked skin-on haddock approx 300g/11oz, pin-boned, ½ onion diced, 25g butter, 200g new potatoes peeled and sliced, 400ml chicken stock, 100ml milk, 200ml double cream, 100g pancetta diced, maple syrup and chopped chives, to serve",2011-05-01 00:00:00
Spicy red lentil soup with cheese chapatis,4.7,3.0,https://www.bbcgoodfood.com/recipes/spicy-red-lentil-soup-cheese-chapatis,Good Food team,4.0,1.0,10.0,40.0,50.0,2010,12,"1 tbsp vegetable oil, 1 onion chopped, 2 tsp cumin seeds, 2 tbsp hot curry paste, 250g dried red lentils, 1 ½l hot vegetable stock, 4 chapatis, 2 tbsp mango chutney, 75g mature cheddar or vegetarian alternative, grated, 2 spring onions thinly sliced, juice ½  lemon",2010-12-01 00:00:00
"Cauliflower, saffron & smoked haddock soup",4.2,7.0,https://www.bbcgoodfood.com/recipes/cauliflower-saffron-smoked-haddock-soup,Ruth Watson,4.0,1.0,,0.0,,2003,10,"50g unsalted butter, 2  Spanish onions chopped fairly large, 2 celery sticks, chopped, 2 garlic cloves chopped, small pinch of cayenne pepper, 2 rounded tbsp  vegetable bouillon powder, large pinch of saffron threads, 450g  undyed smoked haddock fillets, 250g  floury potato (eg, Maris Piper or King Edward), peeled and chopped, 1  medium cauliflower cut into florets, small handful  chopped fresh coriander",2003-10-01 00:00:00
Chilled minty courgette soup,3.6,7.0,https://www.bbcgoodfood.com/recipes/chilled-minty-courgette-soup,Good Food team,4.0,1.0,40.0,0.0,40.0,2003,8,"2 tbsp olive oil, 1 onion chopped, 1kg courgettes roughly chopped, ½ tsp dried mint, 1.3l vegetable stock (try Marigold vegetable bouillon powder), 3-4 sprigs of fresh mint, 4 tbsp single cream",2003-08-01 00:00:00
Chunky Mediterranean fish soup,3.8,4.0,https://www.bbcgoodfood.com/recipes/chunky-mediterranean-fish-soup,CJ Jackson,4.0,1.0,5.0,10.0,15.0,2005,9,"500g tub Napoletana (tomato and basil)  pasta sauce, 450ml fish stock, 2 courgettes finely sliced, 1bulb fennel finely sliced, 450g hoki fillet defrosted, handful basil leaves, torn, 1 tsp chipotle  chilli in adobo sauce or chilli paste, to serve, 5 tbsp half-fat crème fraîche to serve",2005-09-01 00:00:00
Chunky root vegetable soup with cheesy pesto toasts,3.7,6.0,https://www.bbcgoodfood.com/recipes/chunky-root-vegetable-soup-cheesy-pesto-toasts,James Martin,4.0,1.0,15.0,40.0,55.0,2011,11,"25g butter, 2 shallots finely chopped, 2 garlic cloves crushed, 100ml white wine, 1 medium leek chopped, 1 medium parsnip diced, 1 large carrot diced, 1 swede diced, 1l vegetable stock, 100g mature cheddar grated, 25g pack flat-leaf parsley finely chopped, 25g pack chives finely chopped, 25g finely grated vegetarian parmesan -style cheese, 2 garlic cloves crushed, 1 tbsp toasted  pine nuts chopped, olive oil",2011-11-01 00:00:00
Watercress soup with blue cheese & cashew pastries,,3.0,https://www.bbcgoodfood.com/recipes/watercress-soup-blue-cheese-cashew-pastries,Sara Buenfeld,6.0,1.0,40.0,0.0,40.0,2005,4,"1 sheet ready-rolled puff pastry thawed, (half a 425g pack), milk to glaze, 50g Danish blue cheese crumbled, 1 large  onion finely chopped, 25g butter, 1 large  potato peeled and cubed, 450ml milk, 600ml chicken stock, 2 x  bags watercress",2005-04-01 00:00:00
Judy's white bean soup with chilli oil,3.8,8.0,https://www.bbcgoodfood.com/recipes/judys-white-bean-soup-chilli-oil,Good Food team,6.0,1.0,105.0,0.0,105.0,2003,1,"500g dried  butter bean, 2 tbsp vegetable oil, 1medium onion chopped, 1 garlic clove chopped, 2 carrots chopped, 2 celery sticks, chopped, 1.4l hot  vegetable stock, 2 bay leaves, 2-3 sprigs fresh  thyme plus extra , chilli oil, for drizzling",2003-01-01 00:00:00
Cream of cauliflower soup with bacon sprinkles,3.4,6.0,https://www.bbcgoodfood.com/recipes/cream-cauliflower-soup-sprinkles,Barney Desmazery,6.0,1.0,15.0,20.0,35.0,2010,4,"25g butter, 1 large onion finely chopped, 1 leek finely sliced, 3 celery sticks, finely sliced, 2 cauliflower cut into florets, 500ml milk, 1l vegetable stock, 150ml double cream, crisp bacon bits (optional), rough croûtons, chopped hard-boiled eggs, crumbled blue cheese",2010-04-01 00:00:00
Asian-style chicken noodle soup,3.8,5.0,https://www.bbcgoodfood.com/recipes/asian-style-chicken-noodle-soup,Good Food team,4.0,1.0,10.0,0.0,10.0,2004,7,"125g  (2 bundles) of stir fry noodles, 1.2l good quality chicken stock, 2 shredded lime leaves, 1 tsp grated ginger, 2 tbsp finely chopped  coriander, 418g can  creamed-style corn, 2 cooked, shredded skinless  chicken breasts",2004-07-01 00:00:00
Minestrone in minutes,4.4,117.0,https://www.bbcgoodfood.com/recipes/minestrone-minutes,Good Food team,4.0,1.0,2.0,8.0,10.0,2007,3,"1l hot  vegetable stock, 400g tin chopped tomato, 100g thin spaghetti broken into short lengths, 350g frozen mixed vegetable, 4 tbsp pesto, drizzle of olive oil, coarsely grated vegetarian parmesan-style cheese to serve",2007-03-01 00:00:00
Frothy cannellini soup,3.5,4.0,https://www.bbcgoodfood.com/recipes/frothy-cannellini-soup,Lesley Waters,8.0,1.0,30.0,0.0,30.0,2005,1,"3 tbsp olive oil, 1large onion finely chopped, 2 garlic cloves crushed, 1medium leek thinly sliced, 3sticks celery finely chopped, 400g cans cannellini beans drained and rinsed, 1.7l vegetable stock, 1 bay leaf, 142ml carton double cream, 150g pot fresh  green pesto from the chiller cabinet, 125g pack (around 16) sesame  breadsticks optional",2005-01-01 00:00:00
Green pesto minestrone,4.5,35.0,https://www.bbcgoodfood.com/recipes/green-pesto-minestrone,Esther Clark,4.0,1.0,10.0,25.0,35.0,2017,1,"2 tbsp olive oil, 1 large onion finely chopped, 2 celery sticks finely chopped, 1.4l vegetable stock, 2 small lemons zested and juiced, 170g orzo, 120g frozen peas, 250g frozen spinach, 50g pesto, garlic flatbreads to serve (optional), 60g parmesan (or vegetarian alternative), grated",2017-01-01 00:00:00
Onion soup with cheese & herb toasts,3.4,3.0,https://www.bbcgoodfood.com/recipes/onion-soup-cheese-herb-toasts,James Martin,6.0,1.0,40.0,60.0,100.0,2011,3,"25g butter, 1 tbsp olive oil, 6 onions thinly sliced, 3 garlic cloves thinly sliced, 2 tbsp flour, 300ml darkish beer nothing too bitter, 1.3l beef stock, 1 baguette cut into 12-18 thin slices, 175g mature cheddar Stilton or Lincolnshire Poacher, grated, small bunch chives snipped, ½ small bunch parsley finely chopped",2011-03-01 00:00:00
Thai chicken & mushroom broth,4.8,91.0,https://www.bbcgoodfood.com/recipes/thai-chicken-mushroom-broth,Good Food team,4.0,1.0,10.0,5.0,15.0,2009,5,"1l hot chicken stock, 1 tbsp Thai red curry paste, 1 tbsp Thai fish sauce, 2 tsp sugar, zest and juice 2 limes, 100g Portobello mushrooms sliced, bunch spring onions sliced, whites and greens seperated, 200g leftover chicken shredded",2009-05-01 00:00:00
Summer pistou,,27.0,https://www.bbcgoodfood.com/recipes/summer-pistou,Sara Buenfeld,4.0,1.0,10.0,25.0,35.0,2015,6,"1 tbsp rapeseed oil, 2 leeks finely sliced, 1 large courgette finely diced, 1l boiling vegetable stock (made from scratch or with reduced-salt bouillon), 400g can cannellini or haricot beans drained, 200g green beans chopped, 3 tomatoes chopped, 3 garlic cloves finely chopped, small pack basil, 40g freshly grated parmesan",2015-06-01 00:00:00
Bouillabaisse,4.8,20.0,https://www.bbcgoodfood.com/recipes/bouillabaisse,Barney Desmazery,6.0,3.0,,60.0,,0,0,"1 leek green top left whole, white finely sliced , small bunch fresh thyme, 3 bay leaves, bunch parsley stalks whole, leaves roughly chopped , 2 strips of orange peel, 1 mild red chilli, 4 tbsp olive oil, 2 onions chopped, 1 leek, 1 fennel fronds picked and reserved, fennel chopped , 4 garlic cloves minced, 1 tbsp tomato purée, 1 star anise, 2 tbsp Pernod optional, if you have it , 4 large, ripe tomatoes chopped, large pinch (⅓ tsp)  saffron strands, 1 ½l fish stock, 100g potato one peeled piece, 1kg of filleted mixed Mediterranean fish each fillet cut into large chunks. (We used a mix of red and grey mullet, monkfish, John Dory and gurnard), 2 garlic cloves, 1 small chunk of red chilli (optional), small pinch saffron, 1 piece of potato cooked in the broth, (see above), 1 egg yolk, 100ml olive oil, ½ baguette thinly sliced, 1 tbsp olive oil",0
Kale & chorizo broth,4.5,47.0,https://www.bbcgoodfood.com/recipes/kale-chorizo-broth,Barney Desmazery,6.0,1.0,15.0,30.0,45.0,2007,3,"3 tbsp olive oil, 2 onions finely chopped, 4 garlic cloves crushed, 2-3  cooking chorizo sausages, sliced, 4 large potatoes, 1 ½l chicken stock, 200g curly kale finely shredded",2007-03-01 00:00:00
Corn & split pea chowder,4.3,28.0,https://www.bbcgoodfood.com/recipes/corn-split-pea-chowder,Sara Buenfeld,4.0,1.0,10.0,50.0,60.0,2020,1,"200g dried yellow split peas, 3 celery sticks (about 160g), sliced, 1 thyme sprig, plus 1 tbsp thyme leaves, 2 onions (350g), halved and sliced , 1 tbsp rapeseed oil, 50g ginger finely grated, 2 red chillies deseeded and sliced, 3 garlic cloves chopped, 1 large green pepper chopped into small pieces, 1 potato (about 215g), unpeeled, cut into 1-2cm pieces, 2 tbsp vegetable bouillon powder, 320g frozen sweetcorn, 150g coconut yogurt",2020-01-01 00:00:00
Green minestrone with tortellini,4.6,17.0,https://www.bbcgoodfood.com/recipes/green-minestrone-tortellini,Cassie Best,4.0,1.0,5.0,25.0,30.0,2018,12,"2 tbsp olive or rapeseed oil, 1 onion chopped, 1 small leek chopped, 1 celery stick chopped, 3 garlic cloves crushed, 2 bay leaves, 1l good-quality chicken or vegetable stock, 100g shredded spring veg or cabbage, 50g frozen  peas, 1 lemon zested, 250g tortellini",2018-12-01 00:00:00
Salsa soup,,2.0,https://www.bbcgoodfood.com/recipes/salsa-soup,Bill Granger,2.0,1.0,10.0,0.0,10.0,2006,6,"5 ripe tomatoes about 300g, chopped into large chunks, 1 small red  onion chopped, 1 garlic clove chopped, ½ tsp  sugar, juice 1 lime, handful  coriander stalks and leaves, chopped, olive oil to drizzle, tortilla chips to serve",2006-06-01 00:00:00
Witches' brew (Pea & bacon chowder),4.8,30.0,https://www.bbcgoodfood.com/recipes/witches-brew-pea-bacon-chowder,Lesley Waters,,1.0,20.0,12.0,32.0,2006,10,"1 tbsp olive oil, onion finely chopped , 1 garlic clove crushed, 650g frozen  petits pois, 750ml vegetable stock, 6 rashers streaky bacon, 1 tbsp butter optional",2006-10-01 00:00:00
Chipotle gazpacho,,15.0,https://www.bbcgoodfood.com/recipes/chipotle-gazpacho,Esther Clark,4.0,1.0,25.0,0.0,25.0,2019,6,"1kg ripe tomatoes roughly chopped, 1 large red pepper deseeded and roughly chopped, ½ cucumber sliced, 4 spring onions finely sliced, 1 small garlic clove grated, 40g blanched almonds roughly chopped, 3 limes juiced, 2 tbsp olive oil, 2 tsp chipotle paste, 1 large, ripe avocado cubed, 1 small red chilli deseeded and finely chopped, ½ small bunch coriander finely chopped",2019-06-01 00:00:00
Vegan ramen,4.8,91.0,https://www.bbcgoodfood.com/recipes/vegan-ramen,Cassie Best,2.0,1.0,10.0,15.0,25.0,0,0,"2 garlic cloves, thumb-sized piece ginger sliced, plus a few slices cut into fine matchsticks to serve (optional), 1½ tbsp white miso paste, 1 tbsp neri goma (white sesame paste) or tahini, 15g dried shiitake mushrooms, 1l good-quality vegan stock, 2 tbsp soy sauce, 200g firm tofu cut into chunky cubes, 1 tbsp cornflour, 1 tbsp veg or sunflower oil, 100g (2 x nests) ramen or rice noodles, 1 head  pak choi quartered, 2 spring onions finely sliced, white and green parts kept separate, 25g ready-to-eat  beansprouts, 1 carrot peeled and cut into fine matchsticks, sesame oil sriracha, chopped coriander, crushed peanuts, crumbled sheets of nori or dried chilli threads (silgochu), to serve (optional)",0
Sweetcorn & smoked haddock chowder,4.6,59.0,https://www.bbcgoodfood.com/recipes/sweetcorn-smoked-haddock-chowder,Good Food team,2.0,2.0,10.0,20.0,30.0,2008,9,"knob of butter, 2 rashers of  streaky bacon copped, 1 onion finely chopped, 500ml milk, 350g potato (about 2 medium) cut into small cubes, 300g frozen smoked haddock fillets (about 2), 140g frozen sweetcorn, chopped parsley to serve",2008-09-01 00:00:00
Spinach & watercress soup,1.8,10.0,https://www.bbcgoodfood.com/recipes/spinach-watercress-soup,Good Food team,1.0,1.0,5.0,5.0,10.0,2016,9,"100g spinach, 100g watercress, 1 spring onion sliced, 100ml vegetable stock, ½ an avocado, 100g cooked rice, juice ½ lemon, 2 tbsp mixed seeds plus extra to serve",2016-09-01 00:00:00
Spiced pepper & corn soup,,3.0,https://www.bbcgoodfood.com/recipes/spiced-pepper-corn-soup,Good Food team,4.0,1.0,20.0,20.0,40.0,2006,12,"2 large red chillies, 3 red peppers, 2 tbsp olive oil, 1  small onion finely chopped, 2 garlic cloves crushed, 1 ½l vegetable stock, 800g potatoes cut in to 2cm cubes, 450g frozen sweetcorn kernels thawed, 6 spring onions very finely sliced, 6 tbsp freshly chopped coriander, 150ml double cream pot",2006-12-01 00:00:00
Hot & sour broth with prawns,4.8,38.0,https://www.bbcgoodfood.com/recipes/hot-sour-broth-prawns,Lulu Grimes,4.0,1.0,10.0,5.0,15.0,2010,10,"3 tbsp rice vinegar or white wine vinegar, 500ml chicken stock, 1 tbsp soy sauce, 1-2 tbsp golden caster sugar, thumb-size piece ginger peeled and thinly sliced, 2 small hot red chillies thinly sliced, 3 spring onions thinly sliced, 300g small raw peeled prawns from a sustainable source",2010-10-01 00:00:00
Summery soup with pesto,,,https://www.bbcgoodfood.com/recipes/summery-soup-pesto,Good Food team,4.0,1.0,15.0,0.0,15.0,2005,8,"1 courgette halved and thinly sliced , 200g frozen peas defrosted, 1  vegetable or chicken stock cube or concentrate, 250g  bag of ready-cooked basmati rice (or left-over cooked, cooled rice), 100g  bag baby spinach, 4 tbsp pesto (fresh from the chiller cabinet has the best flavour and colour) , olive oil for drizzling (optional), grated parmesan to serve",2005-08-01 00:00:00
Acquacotta,4.8,13.0,https://www.bbcgoodfood.com/recipes/acquacotta,Theo Randall,4.0,1.0,20.0,40.0,60.0,2014,10,"3 tbsp olive oil, 3 celery sticks, chopped, 2 small carrots chopped, 1 red onion finely chopped, 2 garlic cloves finely chopped, 2 tsp thyme leaves plus extra to serve, 50g dried porcini mushrooms, 225g plum tomatoes deseeded and chopped, 850ml chicken stock, 2 tbsp chopped parsley, 3 slices good crusty bread toasted and torn into chunks, 6 eggs",2014-10-01 00:00:00
Hot & sour prawn & sweetcorn soup,,3.0,https://www.bbcgoodfood.com/recipes/hot-sour-prawn-sweetcorn-soup,Barney Desmazery,6.0,1.0,10.0,10.0,20.0,2017,1,"1 ½l hot chicken stock, 1 tsp white caster sugar, 2 tbsp Chinese black rice vinegar cider or white wine vinegar, 1 thumb-sized piece ginger finely sliced into matchsticks, ½ red chilli sliced, ½ pack silken tofu diced, handful frozen sweetcorn, 150g cooked prawns, 2 eggs beaten with 1 tsp sesame oil, 150g beansprouts rinsed, shredded spring onions to serve",2017-01-01 00:00:00
Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,Ching-He Huang,4.0,1.0,20.0,10.0,30.0,0,0,"200g pack  frozen wonton wrappers defrosted , 2 garlic cloves grated , 1 tbsp  ginger grated, 300g pork mince, 150g raw prawns shelled, deveined, roughly chopped to 0.5cm dice , 1 spring onion finely chopped, 1 tbsp  Shaoxing rice wine, 1 tbsp  light soy sauce, 1 tsp  toasted sesame oil, 1 pinch of  ground white pepper, 2 tsp  vegetable bouillon powder, 2 tbsp  ginger grated, 2 tbsp  light soy sauce, 2 tsp  toasted sesame oil, 400g baby pak choi leaves separated , 4 spring onions finely sliced , chilli oil (optional)",0
Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,Ching-He Huang,4.0,1.0,20.0,10.0,30.0,0,0,"200g pack  frozen wonton wrappers defrosted , 2 garlic cloves grated , 1 tbsp  ginger grated, 300g pork mince, 150g raw prawns shelled, deveined, roughly chopped to 0.5cm dice , 1 spring onion finely chopped, 1 tbsp  Shaoxing rice wine, 1 tbsp  light soy sauce, 1 tsp  toasted sesame oil, 1 pinch of  ground white pepper, 2 tsp  vegetable bouillon powder, 2 tbsp  ginger grated, 2 tbsp  light soy sauce, 2 tsp  toasted sesame oil, 400g baby pak choi leaves separated , 4 spring onions finely sliced , chilli oil (optional)",0
How to make bone broth,4.8,18.0,https://www.bbcgoodfood.com/recipes/bone-broth,Sara Buenfeld,4.0,2.0,20.0,45.0,65.0,2015,10,"1 meaty chicken carcass, plus any jellified roasting juices from it, skin and fat discarded, 1 large onion halved and sliced, zest and juice 1 lemon, 2 bay leaves, 1-2 red chillies halved, deseeded and sliced, 1 tsp ground coriander, ½ tsp ground cumin, small pack coriander stems and leaves chopped and separated, 250g pouch wholegrain basmati rice",2015-10-01 00:00:00
Chilled pea & watercress soup,,,https://www.bbcgoodfood.com/recipes/chilled-pea-watercress-soup,Good Food team,4.0,1.0,5.0,0.0,5.0,2004,8,"454g pack of frozen peas, 85g bag watercress roughly torn, 850g vegetable stock, juice and zest of 1 lemon, 4 tbsp natural yogurt, ice cubes to serve",2004-08-01 00:00:00
Pasta e fagioli,3.9,11.0,https://www.bbcgoodfood.com/recipes/pasta-e-fagioli,Myles Williamson,6.0,1.0,20.0,420.0,440.0,2019,10,"200g dried borlotti or cannellini beans soaked for 6-8 hours, 2 onions cut into 1cm chunks, 2 medium carrots cut into 1cm chunks, 3 celery stalks, cut into 1cm chunks, 2 tbsp extra virgin olive oil plus extra to serve (optional), 4 garlic cloves crushed, 1 litre fresh vegetable stock, 400g can plum tomatoes, 2 tbsp brown rice miso, 6 rosemary sprigs, 4 bay leaves, 150g ditaloni rigati or other small pasta shapes, 200g cavolo nero stalks finely chopped and leaves torn, 30g vegan parmesan grated, to serve (optional)",2019-10-01 00:00:00
Prawn & fennel bisque,4.2,26.0,https://www.bbcgoodfood.com/recipes/prawn-fennel-bisque,Sara Buenfeld,8.0,1.0,30.0,55.0,85.0,2009,12,"450g raw tiger prawn in their shells, 4 tbsp olive oil, 1 large onion chopped, 1 large fennel bulb chopped, fronds reserved, 2 carrots chopped, 150ml dry white wine, 1 tbsp brandy, 400g can  chopped tomato, 1l fish stock, 150ml pot double cream, 8 tiger prawns shelled, but tail tips left on (optional), fennel fronds (optional)",2009-12-01 00:00:00
Three bean spring minestrone,4.8,8.0,https://www.bbcgoodfood.com/recipes/three-bean-spring-minestrone,Sophie Godwin – Cookery writer,3.0,1.0,10.0,15.0,25.0,2018,4,"2 tbsp olive oil plus extra for drizzling, 1 banana shallot chopped, 1 fennel bulb thinly sliced, 2 garlic cloves chopped, 400g can  cannellini beans, 400g can  borlotti beans, 700ml vegetable stock, 100g green beans chopped, rind of a vegetarian hard cheese plus 30g, grated, 150g frozen  peas, 1 lemon zested, handful basil leaves torn to serve",2018-04-01 00:00:00
Fragrant cucumber & yogurt soup,2.4,3.0,https://www.bbcgoodfood.com/recipes/fragrant-cucumber-yogurt-soup,Merrilees Parker,4.0,1.0,5.0,0.0,5.0,2005,7,"2 cucumber roughly chopped , 500g Greek yogurt, 300ml carton fresh  chicken stock, 2 garlic cloves crushed, handful  mint leaves , flatbreads to serve",2005-07-01 00:00:00
All-in-one chunky winter broth,3.8,30.0,https://www.bbcgoodfood.com/recipes/all-one-chunky-winter-broth,Good Food team,4.0,1.0,20.0,0.0,20.0,2004,2,"2 x 400g/14oz cans chopped tomatoes, 2litres/3½ pints  vegetable stock, 4 carrots peeled and cut into small pieces, 2 x 420g/15oz cans mixed beans drained and rinsed, 175g spinach, 1 tbsp roasted red pepper pesto",2004-02-01 00:00:00
The River Cafe's winter minestrone,4.3,35.0,https://www.bbcgoodfood.com/recipes/river-cafes-winter-minestrone,Good Food team,5.0,1.0,105.0,0.0,105.0,2003,3,"2 tbsp olive oil, 2 medium carrots roughly chopped, 1 large red onion coarsely chopped, 1 head of celery coarsely chopped, keeping the leaves, 1 head of garlic cloves peeled, 1kg Swiss chard leaves shredded and stalks roughly chopped, a good handful of parsley finely chopped, 400g can peeled plum tomatoes drained of most of their juices, roughly chopped, 1kg cavolo nero stalks removed, leaves shredded  (or savoy cabbage), 410g can  cannellini beans drained and rinsed, about 700ml boiling chicken or vegetable stock, a few sprigs of winter herbs such as thyme or sage, chopped, freshly grated parmesan or vegetarian alternative, extra-virgin olive oil for drizzling",2003-03-01 00:00:00
Easy vegan pho,3.8,16.0,https://www.bbcgoodfood.com/recipes/easy-vegan-pho,Miriam Nice,2.0,1.0,10.0,20.0,30.0,2019,2,"100g rice noodles, 1 tsp Marmite, 1 tsp vegetable oil, 50g chestnut mushrooms sliced, 1 leek sliced, 1 red chilli sliced (deseeded if you don't like it too hot), ½ bunch mint leaves picked and stalk discarded, handful salted peanuts, sriracha to serve",2019-02-01 00:00:00
Creamy seafood stew,4.6,85.0,https://www.bbcgoodfood.com/recipes/creamy-seafood-stew,Good Food team,4.0,1.0,5.0,25.0,30.0,2011,5,"1 tbsp olive oil, 1 onion chopped, 2 celery sticks, chopped, 1 garlic clove crushed, 175ml white wine, 300ml chicken stock, 1 tbsp cornflour mixed to a paste with 1 tbsp cold water, 400g bag frozen  seafood mix defrosted, small bunch dill chopped, 5 tbsp half-fat crème fraîche, garlic bread, to serve",2011-05-01 00:00:00
Thai coconut & veg broth,4.5,27.0,https://www.bbcgoodfood.com/recipes/thai-coconut-veg-broth,Good Food team,4.0,1.0,15.0,10.0,25.0,2011,3,"1 ½ tbsp Thai red curry paste, 1 tsp vegetable oil, 1l vegetable stock, 400ml can half-fat coconut milk, 2 tsp brown sugar, 175g medium egg noodles, 2 carrots cut into matchsticks, ½ head Chinese leaf sliced, ½ x 300g bag beansprouts, 6 cherry tomatoes halved, juice 1 lime, 3 spring onions halved, then finely sliced lengthways, handful coriander roughly chopped",2011-03-01 00:00:00
